seq_id,filename,subject_id,test_type,run,path,exists,ok,ndim,shape0_T,shape1_D,dtype,nan_count,inf_count,min_val,max_val,note
DCM_67_FastWalkData_2_clip,HSMR-DCM_67_FastWalkData_2_clip.npy,67,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_67_FastWalkData_2_clip.npy,True,True,2,85,46,float32,0,0,-3.141122341156006,3.1324241161346436,
DCM_67_FastWalkData_4_clip,HSMR-DCM_67_FastWalkData_4_clip.npy,67,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_67_FastWalkData_4_clip.npy,True,True,2,101,46,float32,0,0,-3.1409618854522705,3.14152455329895,
DCM_67_WalkData_1_clip,HSMR-DCM_67_WalkData_1_clip.npy,67,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_67_WalkData_1_clip.npy,True,True,2,125,46,float32,0,0,-3.13724684715271,3.1408722400665283,
DCM_67_WalkData_2_clip,HSMR-DCM_67_WalkData_2_clip.npy,67,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_67_WalkData_2_clip.npy,True,True,2,141,46,float32,0,0,-3.141500234603882,3.141056776046753,
DCM_67_WalkData_3_clip,HSMR-DCM_67_WalkData_3_clip.npy,67,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_67_WalkData_3_clip.npy,True,True,2,132,46,float32,0,0,-3.141465187072754,3.141357660293579,
DCM_67_WalkData_4_clip,HSMR-DCM_67_WalkData_4_clip.npy,67,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_67_WalkData_4_clip.npy,True,True,2,67,46,float32,0,0,-3.1324687004089355,3.140528678894043,
DCM_67_WalkData_5_clip,HSMR-DCM_67_WalkData_5_clip.npy,67,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_67_WalkData_5_clip.npy,True,True,2,122,46,float32,0,0,-3.140209436416626,3.14078426361084,
DCM_68_WalkData_1_clip,HSMR-DCM_68_WalkData_1_clip.npy,68,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_68_WalkData_1_clip.npy,True,True,2,248,46,float32,0,0,-3.1415457725524902,3.1408162117004395,
DCM_68_WalkData_2_clip,HSMR-DCM_68_WalkData_2_clip.npy,68,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_68_WalkData_2_clip.npy,True,True,2,285,46,float32,0,0,-3.1415915489196777,3.141575813293457,
DCM_68_WalkData_3_clip,HSMR-DCM_68_WalkData_3_clip.npy,68,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_68_WalkData_3_clip.npy,True,True,2,258,46,float32,0,0,-0.9682466983795166,3.1231882572174072,
DCM_77_FastWalkData_1_clip,HSMR-DCM_77_FastWalkData_1_clip.npy,77,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_FastWalkData_1_clip.npy,True,True,2,64,46,float32,0,0,-0.9340365529060364,3.1414928436279297,
DCM_77_FastWalkData_2_clip,HSMR-DCM_77_FastWalkData_2_clip.npy,77,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_FastWalkData_2_clip.npy,True,True,2,66,46,float32,0,0,-3.136366605758667,3.1413636207580566,
DCM_77_FastWalkData_3_clip,HSMR-DCM_77_FastWalkData_3_clip.npy,77,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_FastWalkData_3_clip.npy,True,True,2,65,46,float32,0,0,-0.9467762112617493,3.1404213905334473,
DCM_77_FastWalkData_4_clip,HSMR-DCM_77_FastWalkData_4_clip.npy,77,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_FastWalkData_4_clip.npy,True,True,2,113,46,float32,0,0,-0.9807155132293701,3.13930344581604,
DCM_77_FastWalkData_5_clip,HSMR-DCM_77_FastWalkData_5_clip.npy,77,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_FastWalkData_5_clip.npy,True,True,2,62,46,float32,0,0,-0.9690617322921753,3.12385892868042,
DCM_77_WalkData_1_clip,HSMR-DCM_77_WalkData_1_clip.npy,77,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_WalkData_1_clip.npy,True,True,2,101,46,float32,0,0,-3.141357660293579,3.140486240386963,
DCM_77_WalkData_2_clip,HSMR-DCM_77_WalkData_2_clip.npy,77,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_WalkData_2_clip.npy,True,True,2,93,46,float32,0,0,-3.137028694152832,3.1412253379821777,
DCM_77_WalkData_3_clip,HSMR-DCM_77_WalkData_3_clip.npy,77,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_WalkData_3_clip.npy,True,True,2,97,46,float32,0,0,-0.9473522305488586,3.1287941932678223,
DCM_77_WalkData_4_clip,HSMR-DCM_77_WalkData_4_clip.npy,77,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_WalkData_4_clip.npy,True,True,2,93,46,float32,0,0,-3.14131236076355,3.138587474822998,
DCM_77_WalkData_5_clip,HSMR-DCM_77_WalkData_5_clip.npy,77,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_77_WalkData_5_clip.npy,True,True,2,95,46,float32,0,0,-3.14133882522583,3.1395816802978516,
DCM_80_WalkData_1_clip,HSMR-DCM_80_WalkData_1_clip.npy,80,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_80_WalkData_1_clip.npy,True,True,2,200,46,float32,0,0,-3.1414852142333984,3.1410109996795654,
DCM_80_WalkData_2_clip,HSMR-DCM_80_WalkData_2_clip.npy,80,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_80_WalkData_2_clip.npy,True,True,2,189,46,float32,0,0,-1.0344345569610596,3.1415064334869385,
DCM_80_WalkData_3_clip,HSMR-DCM_80_WalkData_3_clip.npy,80,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_80_WalkData_3_clip.npy,True,True,2,184,46,float32,0,0,-3.140650510787964,3.139164447784424,
DCM_80_WalkData_4_clip,HSMR-DCM_80_WalkData_4_clip.npy,80,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_80_WalkData_4_clip.npy,True,True,2,189,46,float32,0,0,-1.0279550552368164,3.1204030513763428,
DCM_80_WalkData_5_clip,HSMR-DCM_80_WalkData_5_clip.npy,80,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_80_WalkData_5_clip.npy,True,True,2,184,46,float32,0,0,-3.136991500854492,3.13919734954834,
DCM_81_FastWalkData_1_clip,HSMR-DCM_81_FastWalkData_1_clip.npy,81,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_FastWalkData_1_clip.npy,True,True,2,116,46,float32,0,0,-1.0155006647109985,3.1082301139831543,
DCM_81_FastWalkData_2_clip,HSMR-DCM_81_FastWalkData_2_clip.npy,81,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_FastWalkData_2_clip.npy,True,True,2,110,46,float32,0,0,-1.0353000164031982,3.1025779247283936,
DCM_81_FastWalkData_3_clip,HSMR-DCM_81_FastWalkData_3_clip.npy,81,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_FastWalkData_3_clip.npy,True,True,2,94,46,float32,0,0,-1.0062377452850342,3.11124587059021,
DCM_81_FastWalkData_4_clip,HSMR-DCM_81_FastWalkData_4_clip.npy,81,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_FastWalkData_4_clip.npy,True,True,2,125,46,float32,0,0,-1.0236103534698486,3.1286396980285645,
DCM_81_FastWalkData_5_clip,HSMR-DCM_81_FastWalkData_5_clip.npy,81,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_FastWalkData_5_clip.npy,True,True,2,116,46,float32,0,0,-0.9721744060516357,3.1162643432617188,
DCM_81_WalkData_1_clip,HSMR-DCM_81_WalkData_1_clip.npy,81,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_WalkData_1_clip.npy,True,True,2,162,46,float32,0,0,-1.0088540315628052,3.128826141357422,
DCM_81_WalkData_2_clip,HSMR-DCM_81_WalkData_2_clip.npy,81,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_WalkData_2_clip.npy,True,True,2,152,46,float32,0,0,-1.01409912109375,3.135713815689087,
DCM_81_WalkData_3_clip,HSMR-DCM_81_WalkData_3_clip.npy,81,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_WalkData_3_clip.npy,True,True,2,151,46,float32,0,0,-1.0020794868469238,3.1222760677337646,
DCM_81_WalkData_4_clip,HSMR-DCM_81_WalkData_4_clip.npy,81,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_WalkData_4_clip.npy,True,True,2,178,46,float32,0,0,-3.138969898223877,3.1406681537628174,
DCM_81_WalkData_5_clip,HSMR-DCM_81_WalkData_5_clip.npy,81,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_81_WalkData_5_clip.npy,True,True,2,169,46,float32,0,0,-3.1401419639587402,3.14147686958313,
DCM_82_FastWalkData_4_clip,HSMR-DCM_82_FastWalkData_4_clip.npy,82,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_82_FastWalkData_4_clip.npy,True,True,2,96,46,float32,0,0,-3.140101432800293,3.1348109245300293,
DCM_82_FastWalkData_5_clip,HSMR-DCM_82_FastWalkData_5_clip.npy,82,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_82_FastWalkData_5_clip.npy,True,True,2,72,46,float32,0,0,-3.1391375064849854,3.140972137451172,
DCM_82_FwdWalkData_1_clip,HSMR-DCM_82_FwdWalkData_1_clip.npy,82,FwdWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_82_FwdWalkData_1_clip.npy,True,True,2,126,46,float32,0,0,-3.1414129734039307,3.141390800476074,
DCM_82_FwdWalkData_2_clip,HSMR-DCM_82_FwdWalkData_2_clip.npy,82,FwdWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_82_FwdWalkData_2_clip.npy,True,True,2,128,46,float32,0,0,-3.138518810272217,3.1413400173187256,
DCM_82_FwdWalkData_3_clip,HSMR-DCM_82_FwdWalkData_3_clip.npy,82,FwdWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_82_FwdWalkData_3_clip.npy,True,True,2,99,46,float32,0,0,-3.1398589611053467,3.1406421661376953,
DCM_82_FwdWalkData_4_clip,HSMR-DCM_82_FwdWalkData_4_clip.npy,82,FwdWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_82_FwdWalkData_4_clip.npy,True,True,2,80,46,float32,0,0,-3.1325042247772217,2.3547191619873047,
DCM_82_FwdWalkData_5_clip,HSMR-DCM_82_FwdWalkData_5_clip.npy,82,FwdWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_82_FwdWalkData_5_clip.npy,True,True,2,120,46,float32,0,0,-3.140965223312378,3.1391332149505615,
DCM_86_FastWalkData_2_clip,HSMR-DCM_86_FastWalkData_2_clip.npy,86,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_86_FastWalkData_2_clip.npy,True,True,2,52,46,float32,0,0,-0.9670705199241638,3.108288049697876,
DCM_86_FastWalkData_4_clip,HSMR-DCM_86_FastWalkData_4_clip.npy,86,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_86_FastWalkData_4_clip.npy,True,True,2,38,46,float32,0,0,-3.108506917953491,3.1232495307922363,
DCM_86_FastWalkData_5_clip,HSMR-DCM_86_FastWalkData_5_clip.npy,86,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_86_FastWalkData_5_clip.npy,True,True,2,56,46,float32,0,0,-3.1400768756866455,3.129291296005249,
DCM_86_WalkData_1_clip,HSMR-DCM_86_WalkData_1_clip.npy,86,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_86_WalkData_1_clip.npy,True,True,2,112,46,float32,0,0,-3.141080141067505,3.1385557651519775,
DCM_86_WalkData_2_clip,HSMR-DCM_86_WalkData_2_clip.npy,86,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_86_WalkData_2_clip.npy,True,True,2,95,46,float32,0,0,-0.9978160858154297,3.133458137512207,
DCM_86_WalkData_3_clip,HSMR-DCM_86_WalkData_3_clip.npy,86,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_86_WalkData_3_clip.npy,True,True,2,87,46,float32,0,0,-3.1363511085510254,3.140458583831787,
DCM_86_WalkData_4_clip,HSMR-DCM_86_WalkData_4_clip.npy,86,WalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_86_WalkData_4_clip.npy,True,True,2,102,46,float32,0,0,-0.9968717098236084,3.1137871742248535,
DCM_86_WalkData_5_clip,HSMR-DCM_86_WalkData_5_clip.npy,86,WalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_86_WalkData_5_clip.npy,True,True,2,99,46,float32,0,0,-0.9913702011108398,3.128964900970459,
DCM_89_FastWalkData_1_clip,HSMR-DCM_89_FastWalkData_1_clip.npy,89,FastWalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_89_FastWalkData_1_clip.npy,True,True,2,86,46,float32,0,0,-0.9832215309143066,3.122844934463501,
DCM_89_FastWalkData_2_clip,HSMR-DCM_89_FastWalkData_2_clip.npy,89,FastWalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_89_FastWalkData_2_clip.npy,True,True,2,64,46,float32,0,0,-0.9725891351699829,3.1350231170654297,
DCM_89_FastWalkData_3_clip,HSMR-DCM_89_FastWalkData_3_clip.npy,89,FastWalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_89_FastWalkData_3_clip.npy,True,True,2,92,46,float32,0,0,-0.9725126624107361,3.137751817703247,
DCM_89_FastWalkData_4_clip,HSMR-DCM_89_FastWalkData_4_clip.npy,89,FastWalkData,4,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_89_FastWalkData_4_clip.npy,True,True,2,79,46,float32,0,0,-0.9436222314834595,3.103060007095337,
DCM_89_FastWalkData_5_clip,HSMR-DCM_89_FastWalkData_5_clip.npy,89,FastWalkData,5,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_89_FastWalkData_5_clip.npy,True,True,2,100,46,float32,0,0,-0.9555149674415588,3.092926502227783,
DCM_89_WalkData_1_clip,HSMR-DCM_89_WalkData_1_clip.npy,89,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_89_WalkData_1_clip.npy,True,True,2,145,46,float32,0,0,-0.9859935641288757,3.1314148902893066,
DCM_89_WalkData_2_clip,HSMR-DCM_89_WalkData_2_clip.npy,89,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_89_WalkData_2_clip.npy,True,True,2,149,46,float32,0,0,-0.9798394441604614,3.1068503856658936,
DCM_89_WalkData_3_clip,HSMR-DCM_89_WalkData_3_clip.npy,89,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_89_WalkData_3_clip.npy,True,True,2,123,46,float32,0,0,-0.9883313179016113,3.1278514862060547,
DCM_92_WalkData_1_clip,HSMR-DCM_92_WalkData_1_clip.npy,92,WalkData,1,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_92_WalkData_1_clip.npy,True,True,2,138,46,float32,0,0,-0.968243420124054,3.077589273452759,
DCM_92_WalkData_2_clip,HSMR-DCM_92_WalkData_2_clip.npy,92,WalkData,2,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_92_WalkData_2_clip.npy,True,True,2,145,46,float32,0,0,-1.2028748989105225,3.1027653217315674,
DCM_92_WalkData_3_clip,HSMR-DCM_92_WalkData_3_clip.npy,92,WalkData,3,C:\Users\1nkas-Strix-4090-ll\Desktop\InternVL\GAVD-HSMR-dcm-oneperson-filtered\HSMR-DCM_92_WalkData_3_clip.npy,True,True,2,192,46,float32,0,0,-1.4366414546966553,3.0897889137268066,
